<--- Number of atoms
1075
<--- Number of occupied orbitals
0.000000
<--- Atom positions
C   12.010700   2.866963e+01  2.706980e+01  4.141501e+01   1 0 0
C   12.010700   2.960203e+01  2.661340e+01  4.039551e+01   1 0 0
C   12.010700   2.779663e+01  2.613240e+01  4.196681e+01   1 0 0
C   12.010700   2.955303e+01  2.529580e+01  3.991491e+01   1 0 0
C   12.010700   2.966113e+01  2.495590e+01  3.851391e+01   1 0 0
C   12.010700   2.971283e+01  2.770410e+01  3.945141e+01   1 0 0
C   12.010700   2.978053e+01  2.739510e+01  3.807211e+01   1 0 0
C   12.010700   2.976683e+01  2.602410e+01  3.762101e+01   1 0 0
C   12.010700   2.599243e+01  2.779660e+01  4.199861e+01   1 0 0
C   12.010700   2.687523e+01  2.874010e+01  4.138551e+01   1 0 0
C   12.010700   2.643583e+01  2.650810e+01  4.225771e+01   1 0 0
C   12.010700   2.817293e+01  2.838270e+01  4.107881e+01   1 0 0
C   12.010700   2.883633e+01  2.880340e+01  3.988201e+01   1 0 0
C   12.010700   2.617873e+01  2.953850e+01  4.041881e+01   1 0 0
C   12.010700   2.676983e+01  2.996110e+01  3.921491e+01   1 0 0
C   12.010700   2.816393e+01  2.961070e+01  3.895341e+01   1 0 0
C   12.010700   2.423573e+01  2.560730e+01  4.148061e+01   1 0 0
C   12.010700   2.383173e+01  2.696950e+01  4.111531e+01   1 0 0
C   12.010700   2.553183e+01  2.540930e+01  4.199341e+01   1 0 0
C   12.010700   2.473073e+01  2.802540e+01  4.136451e+01   1 0 0
C   12.010700   2.480963e+01  2.906150e+01  4.040281e+01   1 0 0
C   12.010700   2.314033e+01  2.689440e+01  3.986771e+01   1 0 0
C   12.010700   2.321943e+01  2.792380e+01  3.894471e+01   1 0 0
C   12.010700   2.409813e+01  2.901920e+01  3.921431e+01   1 0 0
C   12.010700   2.591223e+01  2.345310e+01  4.054211e+01   1 0 0
C   12.010700   2.459783e+01  2.366330e+01  3.992781e+01   1 0 0
C   12.010700   2.637473e+01  2.429350e+01  4.156771e+01   1 0 0
C   12.010700   2.378333e+01  2.471380e+01  4.037811e+01   1 0 0
C   12.010700   2.312983e+01  2.552620e+01  3.939421e+01   1 0 0
C   12.010700   2.473243e+01  2.341940e+01  3.851981e+01   1 0 0
C   12.010700   2.401413e+01  2.412780e+01  3.757951e+01   1 0 0
C   12.010700   2.319163e+01  2.520970e+01  3.803441e+01   1 0 0
C   12.010700   2.865133e+01  2.436650e+01  4.053781e+01   1 0 0
C   12.010700   2.818373e+01  2.343920e+01  3.953661e+01   1 0 0
C   12.010700   2.780423e+01  2.473810e+01  4.159291e+01   1 0 0
C   12.010700   2.685203e+01  2.298020e+01  3.952841e+01   1 0 0
C   12.010700   2.610693e+01  2.300050e+01  3.826851e+01   1 0 0
C   12.010700   2.878943e+01  2.382730e+01  3.826841e+01   1 0 0
C   12.010700   2.809233e+01  2.382820e+01  3.704441e+01   1 0 0
C   12.010700   2.670573e+01  2.336580e+01  3.704391e+01   1 0 0
C   12.010700   2.419753e+01  2.585040e+01  3.605441e+01   1 0 0
C   12.010700   2.465013e+01  2.451470e+01  3.635951e+01   1 0 0
C   12.010700   2.596733e+01  2.415010e+01  3.607701e+01   1 0 0
C   12.010700   2.511503e+01  2.676400e+01  3.554461e+01   1 0 0
C   12.010700   2.419463e+01  2.860620e+01  3.690751e+01   1 0 0
C   12.010700   2.330533e+01  2.761930e+01  3.752771e+01   1 0 0
C   12.010700   2.327313e+01  2.628630e+01  3.709381e+01   1 0 0
C   12.010700   2.511173e+01  2.815710e+01  3.594841e+01   1 0 0
C   12.010700   2.693843e+01  2.942830e+01  3.697821e+01   1 0 0
C   12.010700   2.600023e+01  2.996020e+01  3.794701e+01   1 0 0
C   12.010700   2.467513e+01  2.947380e+01  3.795671e+01   1 0 0
C   12.010700   2.646493e+01  2.865580e+01  3.592471e+01   1 0 0
